Company;Date;Open;High;Low;Close;Volume;Ex-Dividend;Split Ratio;Adj. Open;Adj. High;Adj. Low;Adj. Close;Adj. Volume
T Mobile;14/4/16;38.81;38.99;38.44;38.81;2068330.0;0.0;1.0;38.81;38.99;38.44;38.81;2068330.0
T Mobile;13/4/16;39.12;39.35;38.665;38.85;2653282.0;0.0;1.0;39.12;39.35;38.665;38.85;2653282.0
T Mobile;12/4/16;38.6;391.884;384.501;38.89;3305729.0;0.0;1.0;38.6;391.884;384.501;38.89;3305729.0
T Mobile;11/4/16;38.77;39.0;38.52;38.64;1819210.0;0.0;1.0;38.77;39.0;38.52;38.64;1819210.0
T Mobile;8/4/16;38.98;39.11;38.454;38.7;1873153.0;0.0;1.0;38.98;39.11;38.454;38.7;1873153.0
T Mobile;7/4/16;38.75;39.04;38.42;38.82;4579519.0;0.0;1.0;38.75;39.04;38.42;38.82;4579519.0
T Mobile;6/4/16;39.31;39.485;38.95;39.1;2772454.0;0.0;1.0;39.31;39.485;38.95;39.1;2772454.0
T Mobile;5/4/16;39.34;39.745;38.82;39.14;3926212.0;0.0;1.0;39.34;39.745;38.82;39.14;3926212.0
T Mobile;4/4/16;39.24;39.96;39.06;39.66;4075431.0;0.0;1.0;39.24;39.96;39.06;39.66;4075431.0
T Mobile;1/4/16;38.06;39.5;37.93;39.36;6229218.0;0.0;1.0;38.06;39.5;37.93;39.36;6229218.0
T Mobile;31/3/16;38.52;38.645;38.01;38.3;3831343.0;0.0;1.0;38.52;38.645;38.01;38.3;3831343.0
T Mobile;30/3/16;38.54;38.99;38.18;38.44;2693715.0;0.0;1.0;38.54;38.99;38.18;38.44;2693715.0
T Mobile;29/3/16;37.14;38.61;36.825;38.43;4809637.0;0.0;1.0;37.14;38.61;36.825;38.43;4809637.0
T Mobile;28/3/16;36.98;37.195;36.75;37.04;2608088.0;0.0;1.0;36.98;37.195;36.75;37.04;2608088.0
T Mobile;24/3/16;36.85;37.1;36.44;37.0;6775085.0;0.0;1.0;36.85;37.1;36.44;37.0;6775085.0
T Mobile;23/3/16;37.17;37.26;36.27;37.07;3287677.0;0.0;1.0;37.17;37.26;36.27;37.07;3287677.0
T Mobile;22/3/16;36.9;37.41;36.85;37.28;3132160.0;0.0;1.0;36.9;37.41;36.85;37.28;3132160.0
T Mobile;21/3/16;37.43;37.49;36.91;37.35;2737929.0;0.0;1.0;37.43;37.49;36.91;37.35;2737929.0
T Mobile;18/3/16;37.34;37.62;36.75;36.93;5395121.0;0.0;1.0;37.34;37.62;36.75;36.93;5395121.0
T Mobile;17/3/16;37.18;37.52;36.965;37.16;4757040.0;0.0;1.0;37.18;37.52;36.965;37.16;4757040.0
T Mobile;16/3/16;36.8;37.24;36.485;37.18;4939850.0;0.0;1.0;36.8;37.24;36.485;37.18;4939850.0
T Mobile;15/3/16;36.76;36.93;36.26;36.77;3537235.0;0.0;1.0;36.76;36.93;36.26;36.77;3537235.0
T Mobile;14/3/16;37.5;37.57;36.695;37.09;4344079.0;0.0;1.0;37.5;37.57;36.695;37.09;4344079.0
